date,source,geo,clicks,registrations,ftd,ctr,c2r,fraud_rate,approval_rate,r2d,alert_type,is_anomaly
2024-04-19,Google_Search,NG,1195,181,51,0.0287,0.1515,0.0134,0.99,0.2818,NORMAL,0
2024-04-19,Google_Search,PL,599,78,19,0.0256,0.1302,0.0067,0.989,0.2436,NORMAL,0
2024-04-19,Native_Ads,AU,624,46,8,0.021,0.0737,0.0337,0.938,0.1739,NORMAL,0
2024-04-19,Native_Ads,BR,567,42,10,0.0115,0.0741,0.0811,0.943,0.2381,NORMAL,0
2024-04-19,Native_Ads,CA,391,15,3,0.019,0.0384,0.0742,0.951,0.2,NORMAL,0
2024-04-19,Native_Ads,DE,52,3,0,0.005,0.0577,0.0385,0.93,0.0,NORMAL,0
2024-04-19,Native_Ads,IN,405,33,7,0.0255,0.0815,0.0667,0.95,0.2121,NORMAL,0
2024-04-19,Native_Ads,NG,262,20,4,0.0246,0.0763,0.042,0.94,0.2,NORMAL,0
2024-04-19,Native_Ads,PL,995,27,5,0.0112,0.0271,0.0523,0.952,0.1852,NORMAL,0
2024-04-19,Push_Network,AU,520,20,3,0.0209,0.0385,0.1846,0.833,0.15,HIGH_FRAUD_RATE,1
2024-04-19,Push_Network,BR,621,24,2,0.0162,0.0386,0.1659,0.864,0.0833,HIGH_FRAUD_RATE,1
2024-04-19,Push_Network,CA,618,31,1,0.0195,0.0502,0.1343,0.851,0.0323,HIGH_FRAUD_RATE,1
2024-04-19,Push_Network,DE,404,18,2,0.0175,0.0446,0.1312,0.853,0.1111,HIGH_FRAUD_RATE,1
2024-04-19,Push_Network,IN,829,37,4,0.0204,0.0446,0.1761,0.875,0.1081,HIGH_FRAUD_RATE,1
2024-04-19,Push_Network,NG,463,22,3,0.0178,0.0475,0.1706,0.838,0.1364,HIGH_FRAUD_RATE,1
2024-04-19,Push_Network,PL,439,23,2,0.016,0.0524,0.0774,0.888,0.087,NORMAL,0
2024-04-19,TikTok,AU,1196,94,13,0.0207,0.0786,0.1179,0.912,0.1383,HIGH_FRAUD_RATE,1
2024-04-19,TikTok,BR,149,12,1,0.0137,0.0805,0.1074,0.905,0.0833,HIGH_FRAUD_RATE,1
2024-04-19,TikTok,CA,776,44,6,0.0165,0.0567,0.0567,0.929,0.1364,NORMAL,0
2024-04-19,TikTok,DE,418,23,3,0.0182,0.055,0.0766,0.928,0.1304,NORMAL,0
2024-04-19,TikTok,IN,699,41,5,0.0164,0.0587,0.1159,0.919,0.122,HIGH_FRAUD_RATE,1
2024-04-19,TikTok,NG,876,41,4,0.027,0.0468,0.1187,0.905,0.0976,HIGH_FRAUD_RATE,1
2024-04-19,TikTok,PL,890,60,10,0.015,0.0674,0.0966,0.911,0.1667,NORMAL,0
2024-04-20,Affiliate_SEO,AU,598,111,25,0.027,0.1856,0.0284,0.982,0.2252,NORMAL,0
2024-04-20,Affiliate_SEO,BR,344,47,20,0.0126,0.1366,0.0233,0.977,0.4255,NORMAL,0
2024-04-20,Affiliate_SEO,CA,466,140,53,0.0182,0.3004,0.0236,0.977,0.3786,NORMAL,0
2024-04-20,Affiliate_SEO,DE,575,134,34,0.015,0.233,0.0261,0.98,0.2537,NORMAL,0
2024-04-20,Affiliate_SEO,IN,182,48,16,0.0252,0.2637,0.022,0.983,0.3333,NORMAL,0
2024-04-20,Affiliate_SEO,NG,56,14,4,0.0185,0.25,0.0179,0.982,0.2857,NORMAL,0
2024-04-20,Affiliate_SEO,PL,236,51,10,0.0291,0.2161,0.0085,0.978,0.1961,NORMAL,0
2024-04-20,Facebook,AU,6232,394,88,0.042,0.0632,0.0241,0.967,0.2234,NORMAL,0
2024-04-20,Facebook,BR,773,86,20,0.0255,0.1113,0.0336,0.976,0.2326,NORMAL,0
2024-04-20,Facebook,CA,594,38,10,0.0315,0.064,0.0404,0.969,0.2632,NORMAL,0
2024-04-20,Facebook,DE,1538,87,22,0.0343,0.0566,0.0169,0.975,0.2529,NORMAL,0
2024-04-20,Facebook,IN,291,32,8,0.019,0.11,0.0275,0.971,0.25,NORMAL,0
2024-04-20,Facebook,NG,1447,150,28,0.0395,0.1037,0.0249,0.971,0.1867,NORMAL,0
2024-04-20,Facebook,PL,1236,96,25,0.033,0.0777,0.0405,0.968,0.2604,NORMAL,0
2024-04-20,Google_Search,AU,1591,297,95,0.0316,0.1867,0.0126,0.992,0.3199,NORMAL,0
2024-04-20,Google_Search,BR,980,182,22,0.0381,0.1857,0.0051,0.989,0.1209,NORMAL,0
2024-04-20,Google_Search,CA,1089,141,46,0.0385,0.1295,0.0055,0.992,0.3262,NORMAL,0
2024-04-20,Google_Search,DE,1405,243,67,0.0434,0.173,0.0078,0.989,0.2757,NORMAL,0
2024-04-20,Google_Search,IN,324,42,14,0.0204,0.1296,0.0062,0.991,0.3333,NORMAL,0
2024-04-20,Google_Search,NG,835,142,43,0.0522,0.1701,0.0096,0.99,0.3028,NORMAL,0
2024-04-20,Google_Search,PL,885,102,29,0.0289,0.1153,0.0124,0.989,0.2843,NORMAL,0
2024-04-20,Native_Ads,AU,752,49,12,0.0119,0.0652,0.0625,0.929,0.2449,NORMAL,0
2024-04-20,Native_Ads,BR,321,23,5,0.0208,0.0717,0.0623,0.943,0.2174,NORMAL,0
2024-04-20,Native_Ads,CA,926,74,15,0.0252,0.0799,0.0389,0.944,0.2027,NORMAL,0
2024-04-20,Native_Ads,DE,731,62,10,0.0181,0.0848,0.0766,0.939,0.1613,NORMAL,0
2024-04-20,Native_Ads,IN,417,34,7,0.0148,0.0815,0.0839,0.943,0.2059,NORMAL,0
2024-04-20,Native_Ads,NG,392,29,5,0.021,0.074,0.0587,0.948,0.1724,NORMAL,0
2024-04-20,Native_Ads,PL,1176,81,17,0.013,0.0689,0.0706,0.937,0.2099,NORMAL,0
2024-04-20,Push_Network,AU,405,14,1,0.0192,0.0346,0.1062,0.846,0.0714,HIGH_FRAUD_RATE,1
2024-04-20,Push_Network,BR,632,26,3,0.0229,0.0411,0.0728,0.876,0.1154,NORMAL,0
2024-04-20,Push_Network,CA,463,16,1,0.0124,0.0346,0.0842,0.853,0.0625,NORMAL,0
2024-04-20,Push_Network,DE,457,17,1,0.0249,0.0372,0.1619,0.856,0.0588,HIGH_FRAUD_RATE,1
2024-04-20,Push_Network,IN,435,17,2,0.0147,0.0391,0.1195,0.859,0.1176,HIGH_FRAUD_RATE,1
2024-04-20,Push_Network,NG,462,19,2,0.0186,0.0411,0.0996,0.867,0.1053,NORMAL,0
2024-04-20,Push_Network,PL,972,37,3,0.0254,0.0381,0.1523,0.855,0.0811,HIGH_FRAUD_RATE,1
2024-04-20,TikTok,AU,369,18,2,0.0145,0.0488,0.1003,0.932,0.1111,HIGH_FRAUD_RATE,1
2024-04-20,TikTok,BR,799,60,8,0.0216,0.0751,0.0864,0.91,0.1333,NORMAL,0
2024-04-20,TikTok,CA,330,17,2,0.0172,0.0515,0.0424,0.916,0.1176,NORMAL,0
2024-04-20,TikTok,DE,2407,150,25,0.0335,0.0623,0.0507,0.919,0.1667,NORMAL,0
2024-04-20,TikTok,IN,230,11,1,0.0162,0.0478,0.0826,0.919,0.0909,NORMAL,0
2024-04-20,TikTok,NG,638,43,7,0.0146,0.0674,0.1019,0.915,0.1628,HIGH_FRAUD_RATE,1
2024-04-20,TikTok,PL,455,30,7,0.026,0.0659,0.0879,0.906,0.2333,NORMAL,0
2024-04-21,Affiliate_SEO,AU,160,29,12,0.0153,0.1812,0.0188,0.983,0.4138,NORMAL,0
2024-04-21,Affiliate_SEO,BR,542,65,22,0.0292,0.1199,0.0129,0.983,0.3385,NORMAL,0
2024-04-21,Affiliate_SEO,CA,286,35,8,0.0166,0.1224,0.0245,0.977,0.2286,NORMAL,0
2024-04-21,Affiliate_SEO,DE,678,153,69,0.0217,0.2257,0.028,0.984,0.451,NORMAL,0
2024-04-21,Affiliate_SEO,IN,39,8,3,0.0107,0.2051,0.0,0.978,0.375,NORMAL,0
2024-04-21,Affiliate_SEO,NG,59,9,2,0.0162,0.1525,0.0169,0.981,0.2222,NORMAL,0
2024-04-21,Affiliate_SEO,PL,119,18,4,0.012,0.1513,0.0252,0.979,0.2222,NORMAL,0
2024-04-21,Facebook,AU,1446,140,35,0.0352,0.0968,0.0401,0.966,0.25,NORMAL,0
2024-04-21,Facebook,BR,2281,195,47,0.0385,0.0855,0.0175,0.973,0.241,NORMAL,0
2024-04-21,Facebook,CA,374,31,6,0.0275,0.0829,0.0187,0.974,0.1935,NORMAL,0
2024-04-21,Facebook,DE,951,93,22,0.0405,0.0978,0.0315,0.976,0.2366,NORMAL,0
2024-04-21,Facebook,IN,1569,116,29,0.0524,0.0739,0.0223,0.973,0.25,NORMAL,0
2024-04-21,Facebook,NG,917,95,18,0.0294,0.1036,0.0294,0.967,0.1895,NORMAL,0
2024-04-21,Facebook,PL,849,41,11,0.0313,0.0483,0.0212,0.969,0.2683,NORMAL,0
2024-04-21,Google_Search,AU,689,93,34,0.0196,0.135,0.0131,0.989,0.3656,NORMAL,0
2024-04-21,Google_Search,BR,3294,620,190,0.0379,0.1882,0.0109,0.989,0.3065,NORMAL,0
2024-04-21,Google_Search,CA,1307,246,59,0.0443,0.1882,0.0069,0.99,0.2398,NORMAL,0
2024-04-21,Google_Search,DE,779,127,29,0.0289,0.163,0.0051,0.991,0.2283,NORMAL,0
2024-04-21,Google_Search,IN,1123,168,48,0.0613,0.1496,0.0125,0.988,0.2857,NORMAL,0
2024-04-21,Google_Search,NG,1041,133,40,0.0348,0.1278,0.0077,0.988,0.3008,NORMAL,0
2024-04-21,Google_Search,PL,1007,131,46,0.0507,0.1301,0.0079,0.991,0.3511,NORMAL,0
2024-04-21,Native_Ads,AU,549,35,3,0.0118,0.0638,0.0474,0.949,0.0857,NORMAL,0
2024-04-21,Native_Ads,BR,118,8,1,0.007,0.0678,0.0424,0.936,0.125,NORMAL,0
2024-04-21,Native_Ads,CA,397,34,5,0.0105,0.0856,0.0579,0.949,0.1471,NORMAL,0
2024-04-21,Native_Ads,DE,1432,107,23,0.0225,0.0747,0.0559,0.934,0.215,NORMAL,0
2024-04-21,Native_Ads,IN,350,29,8,0.0211,0.0829,0.04,0.937,0.2759,NORMAL,0
2024-04-21,Native_Ads,NG,260,21,4,0.0149,0.0808,0.0731,0.945,0.1905,NORMAL,0
2024-04-21,Native_Ads,PL,153,9,1,0.0174,0.0588,0.0719,0.944,0.1111,NORMAL,0
2024-04-21,Push_Network,AU,318,14,1,0.0151,0.044,0.1164,0.848,0.0714,HIGH_FRAUD_RATE,1
2024-04-21,Push_Network,BR,593,28,3,0.021,0.0472,0.1838,0.846,0.1071,HIGH_FRAUD_RATE,1
2024-04-21,Push_Network,CA,477,18,2,0.0167,0.0377,0.195,0.88,0.1111,HIGH_FRAUD_RATE,1
2024-04-21,Push_Network,DE,246,11,1,0.0198,0.0447,0.1463,0.879,0.0909,HIGH_FRAUD_RATE,1
2024-04-21,Push_Network,IN,2223,73,6,0.0245,0.0328,0.1201,0.858,0.0822,HIGH_FRAUD_RATE,1
2024-04-21,Push_Network,IN,5854,1641,2,0.2709,0.1888,0.3123,0.554,0.006,CTR_SPIKE+LOW_QUALITY,1
2024-04-21,Push_Network,NG,708,23,3,0.0222,0.0325,0.1808,0.836,0.1304,HIGH_FRAUD_RATE,1
2024-04-21,Push_Network,NG,5455,2413,7,0.2608,0.1957,0.3868,0.538,0.0026,CTR_SPIKE+LOW_QUALITY,1
2024-04-21,Push_Network,PL,329,16,2,0.0131,0.0486,0.1216,0.885,0.125,HIGH_FRAUD_RATE,1
2024-04-21,TikTok,AU,391,26,2,0.0144,0.0665,0.1176,0.91,0.0769,HIGH_FRAUD_RATE,1
2024-04-21,TikTok,BR,1198,74,13,0.0328,0.0618,0.0751,0.919,0.1757,NORMAL,0
2024-04-21,TikTok,CA,884,55,5,0.017,0.0622,0.0905,0.93,0.0909,NORMAL,0
2024-04-21,TikTok,DE,429,15,2,0.0227,0.035,0.042,0.905,0.1333,NORMAL,0
2024-04-21,TikTok,IN,653,41,7,0.0274,0.0628,0.0704,0.921,0.1707,NORMAL,0
2024-04-21,TikTok,NG,850,42,6,0.0229,0.0494,0.0506,0.935,0.1429,NORMAL,0
2024-04-21,TikTok,PL,362,12,2,0.0275,0.0331,0.0552,0.921,0.1667,NORMAL,0
2024-04-22,Affiliate_SEO,AU,330,70,28,0.0237,0.2121,0.0121,0.977,0.4,NORMAL,0
2024-04-22,Affiliate_SEO,BR,677,128,51,0.0263,0.1891,0.0207,0.981,0.3984,NORMAL,0
2024-04-22,Affiliate_SEO,CA,763,213,90,0.0206,0.2792,0.021,0.981,0.4225,NORMAL,0
2024-04-22,Affiliate_SEO,DE,428,84,36,0.0223,0.1963,0.0234,0.981,0.4286,NORMAL,0
2024-04-22,Affiliate_SEO,IN,263,33,7,0.0221,0.1255,0.0114,0.977,0.2121,NORMAL,0
2024-04-22,Affiliate_SEO,NG,67,10,2,0.0194,0.1493,0.0149,0.976,0.2,NORMAL,0
2024-04-22,Affiliate_SEO,PL,659,179,65,0.0229,0.2716,0.0243,0.982,0.3631,NORMAL,0
2024-04-22,Facebook,AU,637,49,11,0.0281,0.0769,0.0361,0.968,0.2245,NORMAL,0
2024-04-22,Facebook,BR,509,34,8,0.0286,0.0668,0.0413,0.969,0.2353,NORMAL,0
2024-04-22,Facebook,CA,1489,237,41,0.0329,0.1592,0.0201,0.967,0.173,NORMAL,0
2024-04-22,Facebook,DE,1095,91,26,0.0487,0.0831,0.0411,0.968,0.2857,NORMAL,0
2024-04-22,Facebook,IN,1307,143,33,0.0324,0.1094,0.0321,0.974,0.2308,NORMAL,0
2024-04-22,Facebook,NG,590,43,12,0.0259,0.0729,0.0169,0.969,0.2791,NORMAL,0
2024-04-22,Facebook,PL,1190,107,25,0.0378,0.0899,0.037,0.966,0.2336,NORMAL,0
2024-04-22,Google_Search,AU,1117,138,27,0.0461,0.1235,0.0072,0.989,0.1957,NORMAL,0
2024-04-22,Google_Search,BR,1518,304,72,0.0381,0.2003,0.0092,0.991,0.2368,NORMAL,0
2024-04-22,Google_Search,CA,664,88,25,0.0307,0.1325,0.0105,0.991,0.2841,NORMAL,0
2024-04-22,Google_Search,DE,1238,165,45,0.0339,0.1333,0.0145,0.99,0.2727,NORMAL,0
2024-04-22,Google_Search,IN,773,133,49,0.0315,0.1721,0.0078,0.991,0.3684,NORMAL,0
2024-04-22,Google_Search,NG,1606,199,58,0.0419,0.1239,0.0131,0.99,0.2915,NORMAL,0
2024-04-22,Google_Search,PL,518,65,23,0.0313,0.1255,0.0058,0.991,0.3538,NORMAL,0
2024-04-22,Native_Ads,AU,167,5,1,0.0123,0.0299,0.0299,0.943,0.2,NORMAL,0
2024-04-22,Native_Ads,BR,516,32,7,0.019,0.062,0.0504,0.932,0.2188,NORMAL,0
2024-04-22,Native_Ads,CA,90,7,1,0.0065,0.0778,0.0556,0.943,0.1429,NORMAL,0
2024-04-22,Native_Ads,DE,94,6,0,0.0085,0.0638,0.0319,0.947,0.0,NORMAL,0
2024-04-22,Native_Ads,IN,232,18,2,0.0168,0.0776,0.0345,0.951,0.1111,NORMAL,0
2024-04-22,Native_Ads,NG,1213,96,18,0.023,0.0791,0.0857,0.935,0.1875,NORMAL,0
2024-04-22,Native_Ads,PL,263,21,4,0.0191,0.0798,0.0418,0.952,0.1905,NORMAL,0
2024-04-22,Push_Network,AU,988,26,2,0.0259,0.0263,0.1326,0.834,0.0769,HIGH_FRAUD_RATE,1
2024-04-22,Push_Network,BR,345,12,1,0.0324,0.0348,0.1565,0.868,0.0833,HIGH_FRAUD_RATE,1
2024-04-22,Push_Network,CA,831,29,3,0.0178,0.0349,0.1011,0.857,0.1034,HIGH_FRAUD_RATE,1
2024-04-22,Push_Network,DE,437,14,1,0.015,0.032,0.1327,0.852,0.0714,HIGH_FRAUD_RATE,1
2024-04-22,Push_Network,IN,223,11,1,0.005,0.0493,0.1076,0.837,0.0909,HIGH_FRAUD_RATE,1
2024-04-22,Push_Network,NG,217,7,0,0.0138,0.0323,0.0783,0.885,0.0,NORMAL,0
2024-04-22,Push_Network,PL,1223,48,7,0.0281,0.0392,0.2052,0.852,0.1458,HIGH_FRAUD_RATE,1
2024-04-22,TikTok,AU,125,10,1,0.005,0.08,0.048,0.928,0.1,NORMAL,0
2024-04-22,TikTok,BR,780,50,7,0.0232,0.0641,0.1128,0.908,0.14,HIGH_FRAUD_RATE,1
2024-04-22,TikTok,CA,511,33,4,0.0218,0.0646,0.0978,0.926,0.1212,NORMAL,0
2024-04-22,TikTok,DE,784,64,13,0.0218,0.0816,0.0599,0.934,0.2031,NORMAL,0
2024-04-22,TikTok,IN,317,19,2,0.0209,0.0599,0.0789,0.911,0.1053,NORMAL,0
2024-04-22,TikTok,NG,504,28,4,0.0179,0.0556,0.0734,0.921,0.1429,NORMAL,0
2024-04-22,TikTok,PL,825,58,11,0.0256,0.0703,0.0691,0.928,0.1897,NORMAL,0
2024-04-23,Affiliate_SEO,AU,492,118,39,0.0271,0.2398,0.0264,0.978,0.3305,NORMAL,0
2024-04-23,Affiliate_SEO,BR,192,41,8,0.022,0.2135,0.0104,0.98,0.1951,NORMAL,0
2024-04-23,Affiliate_SEO,CA,578,123,55,0.0179,0.2128,0.019,0.98,0.4472,NORMAL,0
2024-04-23,Affiliate_SEO,DE,1136,223,101,0.0187,0.1963,0.0211,0.981,0.4529,NORMAL,0
2024-04-23,Affiliate_SEO,IN,110,22,7,0.0241,0.2,0.0091,0.981,0.3182,NORMAL,0
2024-04-23,Affiliate_SEO,NG,29,5,1,0.0161,0.1724,0.0,0.982,0.2,NORMAL,0
2024-04-23,Affiliate_SEO,PL,247,55,22,0.0199,0.2227,0.0243,0.979,0.4,NORMAL,0
2024-04-23,Facebook,AU,1035,82,18,0.0522,0.0792,0.0425,0.976,0.2195,NORMAL,0
2024-04-23,Facebook,BR,897,68,14,0.0458,0.0758,0.0256,0.974,0.2059,NORMAL,0
2024-04-23,Facebook,CA,909,74,11,0.0321,0.0814,0.0198,0.968,0.1486,NORMAL,0
2024-04-23,Facebook,DE,229,21,4,0.0324,0.0917,0.0175,0.964,0.1905,NORMAL,0
2024-04-23,Facebook,IN,611,65,18,0.0309,0.1064,0.0393,0.967,0.2769,NORMAL,0
2024-04-23,Facebook,NG,507,35,6,0.0271,0.069,0.0434,0.969,0.1714,NORMAL,0
2024-04-23,Facebook,PL,756,43,8,0.0326,0.0569,0.0317,0.973,0.186,NORMAL,0
2024-04-23,Google_Search,AU,1096,186,68,0.0502,0.1697,0.0082,0.992,0.3656,NORMAL,0
2024-04-23,Google_Search,BR,1142,192,73,0.0386,0.1681,0.0096,0.988,0.3802,NORMAL,0
2024-04-23,Google_Search,CA,300,42,15,0.0269,0.14,0.01,0.991,0.3571,NORMAL,0
2024-04-23,Google_Search,DE,623,73,26,0.0316,0.1172,0.0144,0.99,0.3562,NORMAL,0
2024-04-23,Google_Search,IN,1114,175,71,0.0364,0.1571,0.0081,0.99,0.4057,NORMAL,0
2024-04-23,Google_Search,NG,1386,256,78,0.0361,0.1847,0.0094,0.989,0.3047,NORMAL,0
2024-04-23,Google_Search,PL,438,62,22,0.0314,0.1416,0.0046,0.99,0.3548,NORMAL,0
2024-04-23,Native_Ads,AU,343,23,4,0.0196,0.0671,0.0845,0.93,0.1739,NORMAL,0
2024-04-23,Native_Ads,BR,358,28,6,0.021,0.0782,0.067,0.931,0.2143,NORMAL,0
2024-04-23,Native_Ads,CA,376,27,5,0.0163,0.0718,0.0532,0.942,0.1852,NORMAL,0
2024-04-23,Native_Ads,DE,308,20,5,0.0194,0.0649,0.0422,0.933,0.25,NORMAL,0
2024-04-23,Native_Ads,IN,467,37,5,0.0233,0.0792,0.0471,0.932,0.1351,NORMAL,0
2024-04-23,Native_Ads,NG,385,27,6,0.0095,0.0701,0.0675,0.935,0.2222,NORMAL,0
2024-04-23,Native_Ads,PL,430,28,3,0.0205,0.0651,0.0791,0.929,0.1071,NORMAL,0
2024-04-23,Push_Network,AU,449,16,1,0.0169,0.0356,0.1336,0.834,0.0625,HIGH_FRAUD_RATE,1
2024-04-23,Push_Network,BR,659,23,2,0.018,0.0349,0.0835,0.84,0.087,NORMAL,0
2024-04-23,Push_Network,CA,1403,39,4,0.0276,0.0278,0.1418,0.832,0.1026,HIGH_FRAUD_RATE,1
2024-04-23,Push_Network,DE,326,13,2,0.0172,0.0399,0.138,0.884,0.1538,HIGH_FRAUD_RATE,1
2024-04-23,Push_Network,IN,557,28,3,0.0277,0.0503,0.088,0.843,0.1071,NORMAL,0
2024-04-23,Push_Network,NG,173,7,0,0.01,0.0405,0.1792,0.869,0.0,HIGH_FRAUD_RATE,1
2024-04-23,Push_Network,PL,163,5,0,0.0103,0.0307,0.1104,0.872,0.0,HIGH_FRAUD_RATE,1
2024-04-23,TikTok,AU,153,9,0,0.0134,0.0588,0.0458,0.919,0.0,NORMAL,0
2024-04-23,TikTok,BR,850,51,4,0.0195,0.06,0.0553,0.906,0.0784,NORMAL,0
2024-04-23,TikTok,CA,625,37,5,0.0201,0.0592,0.0608,0.933,0.1351,NORMAL,0
2024-04-23,TikTok,DE,587,45,7,0.0198,0.0767,0.0528,0.913,0.1556,NORMAL,0
2024-04-23,TikTok,IN,217,20,3,0.0248,0.0922,0.0599,0.923,0.15,NORMAL,0
2024-04-23,TikTok,NG,264,19,3,0.0157,0.072,0.0492,0.92,0.1579,NORMAL,0
2024-04-23,TikTok,PL,436,23,3,0.0337,0.0528,0.0917,0.91,0.1304,NORMAL,0
2024-04-24,Affiliate_SEO,AU,338,95,32,0.024,0.2811,0.0266,0.98,0.3368,NORMAL,0
2024-04-24,Affiliate_SEO,BR,15,3,0,0.0059,0.2,0.0,0.983,0.0,NORMAL,0
2024-04-24,Affiliate_SEO,CA,718,153,49,0.0167,0.2131,0.0139,0.98,0.3203,NORMAL,0
2024-04-24,Affiliate_SEO,DE,321,76,33,0.022,0.2368,0.0156,0.982,0.4342,NORMAL,0
2024-04-24,Affiliate_SEO,IN,41,11,4,0.0134,0.2683,0.0,0.979,0.3636,NORMAL,0
2024-04-24,Affiliate_SEO,NG,86,15,5,0.0334,0.1744,0.0116,0.98,0.3333,NORMAL,0
2024-04-24,Affiliate_SEO,PL,558,102,47,0.0281,0.1828,0.0215,0.983,0.4608,NORMAL,0
2024-04-24,Facebook,AU,1103,149,29,0.0411,0.1351,0.0326,0.968,0.1946,NORMAL,0
2024-04-24,Facebook,BR,798,76,17,0.0429,0.0952,0.0175,0.969,0.2237,NORMAL,0
2024-04-24,Facebook,CA,879,89,21,0.036,0.1013,0.033,0.972,0.236,NORMAL,0
2024-04-24,Facebook,DE,472,46,12,0.0364,0.0975,0.0339,0.968,0.2609,NORMAL,0
2024-04-24,Facebook,IN,907,51,11,0.0249,0.0562,0.0353,0.967,0.2157,NORMAL,0
2024-04-24,Facebook,NG,992,71,15,0.0361,0.0716,0.0363,0.972,0.2113,NORMAL,0
2024-04-24,Facebook,PL,1119,64,21,0.0263,0.0572,0.0241,0.975,0.3281,NORMAL,0
2024-04-24,Google_Search,AU,2290,311,67,0.0401,0.1358,0.0148,0.989,0.2154,NORMAL,0
2024-04-24,Google_Search,BR,1957,236,72,0.0388,0.1206,0.0056,0.991,0.3051,NORMAL,0
2024-04-24,Google_Search,CA,1162,112,21,0.0372,0.0964,0.0138,0.99,0.1875,NORMAL,0
2024-04-24,Google_Search,DE,548,95,21,0.0357,0.1734,0.0073,0.988,0.2211,NORMAL,0
2024-04-24,Google_Search,IN,1065,154,52,0.0298,0.1446,0.0047,0.992,0.3377,NORMAL,0
2024-04-24,Google_Search,NG,434,89,32,0.0302,0.2051,0.0092,0.989,0.3596,NORMAL,0
2024-04-24,Google_Search,PL,988,134,40,0.0332,0.1356,0.0071,0.99,0.2985,NORMAL,0
2024-04-24,Native_Ads,AU,498,32,4,0.0186,0.0643,0.0602,0.945,0.125,NORMAL,0
2024-04-24,Native_Ads,BR,98,7,1,0.0071,0.0714,0.0306,0.934,0.1429,NORMAL,0
2024-04-24,Native_Ads,CA,544,31,8,0.0243,0.057,0.0368,0.95,0.2581,NORMAL,0
2024-04-24,Native_Ads,DE,181,7,1,0.0149,0.0387,0.0276,0.933,0.1429,NORMAL,0
2024-04-24,Native_Ads,IN,287,18,4,0.0234,0.0627,0.0732,0.929,0.2222,NORMAL,0
2024-04-24,Native_Ads,NG,530,37,7,0.0206,0.0698,0.0698,0.943,0.1892,NORMAL,0
2024-04-24,Native_Ads,PL,145,11,2,0.0067,0.0759,0.069,0.94,0.1818,NORMAL,0
2024-04-24,Push_Network,AU,306,15,1,0.0232,0.049,0.1242,0.846,0.0667,HIGH_FRAUD_RATE,1
2024-04-24,Push_Network,BR,254,6,0,0.0185,0.0236,0.1811,0.845,0.0,HIGH_FRAUD_RATE,1
2024-04-24,Push_Network,CA,680,30,4,0.0221,0.0441,0.1059,0.87,0.1333,HIGH_FRAUD_RATE,1
2024-04-24,Push_Network,DE,513,16,2,0.0164,0.0312,0.078,0.865,0.125,NORMAL,0
2024-04-24,Push_Network,IN,578,25,2,0.0194,0.0433,0.1263,0.852,0.08,HIGH_FRAUD_RATE,1
2024-04-24,Push_Network,NG,222,6,0,0.0146,0.027,0.0811,0.883,0.0,NORMAL,0
2024-04-24,Push_Network,PL,627,23,2,0.0152,0.0367,0.1898,0.834,0.087,HIGH_FRAUD_RATE,1
2024-04-24,TikTok,AU,1026,62,9,0.0248,0.0604,0.076,0.935,0.1452,NORMAL,0
2024-04-24,TikTok,BR,301,20,2,0.0275,0.0664,0.0698,0.921,0.1,NORMAL,0
2024-04-24,TikTok,CA,283,11,1,0.0179,0.0389,0.1131,0.921,0.0909,HIGH_FRAUD_RATE,1
2024-04-24,TikTok,DE,280,20,2,0.0187,0.0714,0.0393,0.906,0.1,NORMAL,0
2024-04-24,TikTok,IN,268,13,2,0.0179,0.0485,0.0485,0.92,0.1538,NORMAL,0
2024-04-24,TikTok,NG,2080,90,15,0.0351,0.0433,0.0885,0.915,0.1667,NORMAL,0
2024-04-24,TikTok,PL,1430,77,11,0.0212,0.0538,0.0727,0.926,0.1429,NORMAL,0
2024-04-25,Affiliate_SEO,AU,893,204,56,0.0241,0.2284,0.028,0.977,0.2745,NORMAL,0
2024-04-25,Affiliate_SEO,BR,198,49,16,0.0135,0.2475,0.0101,0.978,0.3265,NORMAL,0
2024-04-25,Affiliate_SEO,CA,870,204,87,0.0295,0.2345,0.0276,0.977,0.4265,NORMAL,0
2024-04-25,Affiliate_SEO,DE,302,61,16,0.0149,0.202,0.0099,0.977,0.2623,NORMAL,0
2024-04-25,Affiliate_SEO,IN,25,5,1,0.0218,0.2,0.0,0.981,0.2,NORMAL,0
2024-04-25,Affiliate_SEO,NG,19,3,0,0.0258,0.1579,0.0,0.977,0.0,NORMAL,0
2024-04-25,Affiliate_SEO,PL,171,33,14,0.0158,0.193,0.0117,0.979,0.4242,NORMAL,0
2024-04-25,Facebook,AU,447,38,9,0.0292,0.085,0.0246,0.966,0.2368,NORMAL,0
2024-04-25,Facebook,BR,713,62,10,0.0302,0.087,0.0337,0.975,0.1613,NORMAL,0
2024-04-25,Facebook,CA,527,38,8,0.0299,0.0721,0.0304,0.965,0.2105,NORMAL,0
2024-04-25,Facebook,DE,1711,184,45,0.0381,0.1075,0.0275,0.971,0.2446,NORMAL,0
2024-04-25,Facebook,IN,684,71,16,0.048,0.1038,0.0336,0.974,0.2254,NORMAL,0
2024-04-25,Facebook,NG,1096,109,30,0.0342,0.0995,0.0155,0.972,0.2752,NORMAL,0
2024-04-25,Facebook,PL,2103,191,41,0.0407,0.0908,0.0433,0.965,0.2147,NORMAL,0
